timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606190345082,12,HTTP Request GET,200,,Thread Group GET 1-26,text,true,,27524,132,2,3,http://localhost:8090/api/customer/,12,0,0
1606190345087,10,HTTP Request POST,200,,Thread Group POST 2-40,,true,,121,288,1,3,http://localhost:8090/api/customer/,10,0,0
1606190345097,5,HTTP Request POST,200,,Thread Group POST 2-40,,true,,121,288,1,3,http://localhost:8090/api/customer/,5,0,0
1606190345095,8,HTTP Request GET,200,,Thread Group GET 1-26,text,true,,27609,132,2,3,http://localhost:8090/api/customer/,8,0,0
1606190345095,8,HTTP Request GET,200,,Thread Group GET 1-25,text,true,,27609,132,2,3,http://localhost:8090/api/customer/,8,0,0
1606190345103,4,HTTP Request POST,200,,Thread Group POST 2-40,,true,,121,288,1,3,http://localhost:8090/api/customer/,4,0,0
1606190345103,7,HTTP Request GET,200,,Thread Group GET 1-26,text,true,,27694,132,2,2,http://localhost:8090/api/customer/,7,0,0
1606190345105,8,HTTP Request GET,200,,Thread Group GET 1-27,text,true,,27779,132,2,2,http://localhost:8090/api/customer/,8,0,1
1606190345111,6,HTTP Request GET,200,,Thread Group GET 1-26,text,true,,27779,132,2,2,http://localhost:8090/api/customer/,5,0,0
1606190345113,7,HTTP Request GET,200,,Thread Group GET 1-27,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,0
1606190345120,5,HTTP Request GET,200,,Thread Group GET 1-27,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345125,5,HTTP Request GET,200,,Thread Group GET 1-27,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345131,5,HTTP Request GET,200,,Thread Group GET 1-27,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345143,6,HTTP Request GET,200,,Thread Group GET 1-28,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,1
1606190345149,5,HTTP Request GET,200,,Thread Group GET 1-28,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345155,4,HTTP Request GET,200,,Thread Group GET 1-28,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,4,0,0
1606190345160,5,HTTP Request GET,200,,Thread Group GET 1-28,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,4,0,0
1606190345165,6,HTTP Request GET,200,,Thread Group GET 1-28,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345182,6,HTTP Request GET,200,,Thread Group GET 1-29,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,1
1606190345188,5,HTTP Request GET,200,,Thread Group GET 1-29,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345194,5,HTTP Request GET,200,,Thread Group GET 1-29,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,4,0,0
1606190345199,6,HTTP Request GET,200,,Thread Group GET 1-29,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,0
1606190345205,5,HTTP Request GET,200,,Thread Group GET 1-29,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345223,6,HTTP Request GET,200,,Thread Group GET 1-30,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,1
1606190345229,6,HTTP Request GET,200,,Thread Group GET 1-30,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,0
1606190345235,5,HTTP Request GET,200,,Thread Group GET 1-30,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345241,5,HTTP Request GET,200,,Thread Group GET 1-30,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,4,0,0
1606190345246,5,HTTP Request GET,200,,Thread Group GET 1-30,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345264,6,HTTP Request GET,200,,Thread Group GET 1-31,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,0
1606190345270,5,HTTP Request GET,200,,Thread Group GET 1-31,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345276,5,HTTP Request GET,200,,Thread Group GET 1-31,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,5,0,0
1606190345281,6,HTTP Request GET,200,,Thread Group GET 1-31,text,true,,27779,132,1,1,http://localhost:8090/api/customer/,6,0,0
